,Code,Name,Maps Link,Restaurant Link,Neighbour,City,State,Data-Address,Address,Tel
13,34973,Subway UFSC,"https://maps.google.com/maps/dir/?api=1&destination=-27.59676219784528,-48.52071355819702&travelmode=driving",https://restaurantes.subway.com/subway-trindade-florian-polis-sc,trindade-florianopolis-sc,florianopolis,sc,rua-lauro-linhares-lojas-19-e-20-trindade-florianopolis-sc,                    Rua Lauro Linhares - Lojas 19 E 20 - Trindade - Florianópolis - SC                ,tel:+5548988280227
14,34974,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-21.974814,-46.7983088&travelmode=driving",https://restaurantes.subway.com/subway-centro-s-o-jo-o-da-boa-vista-sp,centro-sao-joao-da-boa-vista-sp,sao-joao-da-boa-vista,sp,avenida-dona-gertrudes-centro-sao-joao-da-boa-vista-sp,                    Avenida Dona Gertrudes - Centro - São João Da Boa Vista - SP                ,tel:+551936338254
15,34977,Subway Cascata das Antas,"https://maps.google.com/maps/dir/?api=1&destination=-21.776382,-46.6013328&travelmode=driving",https://restaurantes.subway.com/subway-cascata-das-antas-po-os-de-caldas-mg,cascata-das-antas-pocos-de-caldas-mg,pocos-de-caldas,mg,avenida-silvio-monteiro-dos-santos-cascata-das-antas-pocos-de-caldas-mg,                    Avenida Silvio Monteiro Dos Santos - Cascata Das Antas - Poços De Caldas - MG                ,tel:+553537148711
16,34978,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-20.25601,-43.80194&travelmode=driving",https://restaurantes.subway.com/subway-centro-itabirito-mg,centro-itabirito-mg,itabirito,mg,rua-dr-guilherme-centro-itabirito-mg,                    Rua Dr. Guilherme - Centro - Itabirito - MG                ,tel:+553135610734
17,34980,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-27.0774973,-52.6347024&travelmode=driving",https://restaurantes.subway.com/subway-centro-chapec-sc,centro-chapeco-sc,chapeco,sc,r-nereu-ramos-centro-chapeco-sc,                    R Nereu Ramos - Centro - Chapecó - SC                ,tel:+554933160330
18,34984,Subway Santa Cruz,"https://maps.google.com/maps/dir/?api=1&destination=-16.4874553,-54.6429027&travelmode=driving",https://restaurantes.subway.com/subway-santa-cruz-rondon-polis-mt,santa-cruz-rondonopolis-mt,rondonopolis,mt,rua-dom-pedro-ii-santa-cruz-rondonopolis-mt,                    Rua Dom Pedro Ii - Santa Cruz - Rondonópolis - MT                ,tel:+556630222026
19,34985,Subway Nossa Senhora das Dores,"https://maps.google.com/maps/dir/?api=1&destination=-29.69147,-53.79033&travelmode=driving",https://restaurantes.subway.com/subway-nossa-senhora-das-dores-santa-maria-rs,nossa-senhora-das-dores-santa-maria-rs,santa-maria,rs,avenida-nossa-senhora-das-dores-nossa-senhora-das-dores-santa-maria-rs,                    Avenida Nossa Senhora Das Dores - Nossa Senhora Das Dores - Santa Maria - RS                ,tel:+555530288773
20,34986,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-23.3190899,-51.165708&travelmode=driving",https://restaurantes.subway.com/subway-centro-londrina-pr,centro-londrina-pr,londrina,pr,av-higienopolis-1035-centro-londrina-pr,"                    Av. Higienópolis, 1035 - Centro - Londrina - PR                ",tel:+554330295196
21,34987,Subway Embaré,"https://maps.google.com/maps/dir/?api=1&destination=-23.96977,-46.31144&travelmode=driving",https://restaurantes.subway.com/subway-embar-santos-sp,embare-santos-sp,santos,sp,avenida-pedro-lessa-embare-santos-sp,                    Avenida Pedro Lessa - Embaré - Santos - SP                ,tel:+551333490091
22,34990,Subway Aeroclube,"https://maps.google.com/maps/dir/?api=1&destination=-7.085717,-34.846359&travelmode=driving",https://restaurantes.subway.com/subway-aeroclube-jo-o-pessoa-pb,aeroclube-joao-pessoa-pb,joao-pessoa,pb,francisco-leocadio-ribeiro-coutinho-aeroclube-joao-pessoa-pb,                    Francisco Leocádio Ribeiro Coutinho - Aeroclube - João Pessoa - PB                ,tel:+558333578258
23,34992,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-19.9186728,-43.9392238&travelmode=driving",https://restaurantes.subway.com/subway-centro-belo-horizonte-mg,centro-belo-horizonte-mg,belo-horizonte,mg,rua-afonso-pena-centro-belo-horizonte-mg,                    Rua Afonso Pena - Centro - Belo Horizonte - MG                ,tel:+553132014192
24,34995,Subway Caiçaras,"https://maps.google.com/maps/dir/?api=1&destination=-19.90303,-43.96567&travelmode=driving",https://restaurantes.subway.com/subway-cai-aras-belo-horizonte-mg,caicaras-belo-horizonte-mg,belo-horizonte,mg,avenida-presidente-carlos-luz-caicaras-belo-horizonte-mg,                    Avenida Presidente Carlos Luz - Caiçaras - Belo Horizonte - MG                ,tel:+553125267741
25,34996,Subway ,"https://maps.google.com/maps/dir/?api=1&destination=-12.9388348,-38.3422337&travelmode=driving",https://restaurantes.subway.com/subway-salvador-ba,-salvador-ba,salvador,ba,alameda-dilson-jatahy-fonseca-salvador-ba,                    Alameda Dilson Jatahy Fonseca - Salvador - BA                ,tel:+557133742530
26,34997,Subway Parque Residencial Eloy Chaves,"https://maps.google.com/maps/dir/?api=1&destination=-23.1925024,-46.9618587&travelmode=driving",https://restaurantes.subway.com/subway-parque-residencial-eloy-chaves-jundia-sp,parque-residencial-eloy-chaves-jundiai-sp,jundiai,sp,rua-luiz-jose-sereno-parque-residencial-eloy-chaves-jundiai-sp,                    Rua Luiz José Sereno - Parque Residencial Eloy Chaves - Jundiaí - SP                ,tel:+551133956617
27,35000,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-18.9996911,-57.652820899999995&travelmode=driving",https://restaurantes.subway.com/subway-centro-corumba-ms,centro-corumba-ms,corumba,ms,rua-frei-mariano-207-centro-corumba-ms,"                    Rua Frei Mariano, 207 - Centro - Corumba - MS                ",tel:+556732328885
28,35002,Subway Gleba Patrimônio Maringá,"https://maps.google.com/maps/dir/?api=1&destination=-23.4195044,-51.9667325&travelmode=driving",https://restaurantes.subway.com/subway-gleba-patrim-nio-maring-maring-pr,gleba-patrimonio-maringa-maringa-pr,maringa,pr,avenida-colombo-gleba-patrimonio-maringa-maringa-pr,                    Avenida Colombo - Gleba Patrimônio Maringá - Maringá - PR                ,tel:+554432279965
29,35003,Subway Jardim Pérola,"https://maps.google.com/maps/dir/?api=1&destination=-22.7475292,-47.3700756&travelmode=driving",https://restaurantes.subway.com/subway-jardim-p-rola-santa-b-rbara-d-oeste-sp,jardim-perola-santa-barbara-d-oeste-sp,santa-barbara-d-oeste,sp,rua-da-agricultura-jardim-perola-santa-barbara-d-oeste-sp,                    Rua Da Agricultura - Jardim Pérola - Santa Bárbara D'Oeste - SP                ,tel:+551936047464
30,35005,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-26.48708,-49.08237&travelmode=driving",https://restaurantes.subway.com/subway-centro-jaragu-do-sul-sc,centro-jaragua-do-sul-sc,jaragua-do-sul,sc,rua-domingos-rodrigues-da-nova-centro-jaragua-do-sul-sc,                    Rua Domingos Rodrigues Da Nova - Centro - Jaraguá Do Sul - SC                ,tel:+554732732445
31,35007,Subway Morada do Ouro,"https://maps.google.com/maps/dir/?api=1&destination=-15.5672714,-56.0596986&travelmode=driving",https://restaurantes.subway.com/subway-morada-do-ouro-cuiab-mt,morada-do-ouro-cuiaba-mt,cuiaba,mt,avenida-deputado-milton-figueiredo-100-100-morada-do-ouro-cuiaba-mt,"                    Avenida Deputado Milton Figueiredo, 100, 100 - Morada Do Ouro - Cuiabá - MT                ",tel:+556592415965
32,35008,Subway Sobradinho,"https://maps.google.com/maps/dir/?api=1&destination=-12.24389,-38.9694&travelmode=driving",https://restaurantes.subway.com/subway-sobradinho-feira-de-santana-ba,sobradinho-feira-de-santana-ba,feira-de-santana,ba,rua-voluntarios-da-patria-sobradinho-feira-de-santana-ba,                    Rua Voluntários Da Pátria - Sobradinho - Feira De Santana - BA                ,tel:+557530226777
33,35010,Subway Jardim Vera Cruz,"https://maps.google.com/maps/dir/?api=1&destination=-23.5145849,-47.4894492&travelmode=driving",https://restaurantes.subway.com/subway-jardim-vera-cruz-sorocaba-sp,jardim-vera-cruz-sorocaba-sp,sorocaba,sp,av-dr-armando-pannunzio-jardim-vera-cruz-sorocaba-sp,                    Av. Dr. Armando Pannunzio - Jardim Vera Cruz - Sorocaba - SP                ,tel:+551532174362
34,35011,SUBWAY BARONESA,"https://maps.google.com/maps/dir/?api=1&destination=-23.19067,-46.88657&travelmode=driving",https://restaurantes.subway.com/subway-bela-vista-jundia-sp,bela-vista-jundiai-sp,jundiai,sp,r-baronesa-do-japi-bela-vista-jundiai-sp,                    R. Baronesa Do Japi - Bela Vista - Jundiaí - SP                ,tel:+5511995723535
35,35012,Subway Vila Roberto,"https://maps.google.com/maps/dir/?api=1&destination=-22.1312882,-51.3907044&travelmode=driving",https://restaurantes.subway.com/subway-vila-roberto-presidente-prudente-sp,vila-roberto-presidente-prudente-sp,presidente-prudente,sp,r-siqueira-campos-vila-roberto-presidente-prudente-sp,                    R: Siqueira Campos - Vila Roberto - Presidente Prudente - SP                ,tel:+5518996889698
36,35013,Subway Indianópolis,"https://maps.google.com/maps/dir/?api=1&destination=-23.6102554,-46.666690700000004&travelmode=driving",https://restaurantes.subway.com/subway-indian-polis-s-o-paulo-sp,indianopolis-sao-paulo-sp,sao-paulo,sp,avenida-ibirapuera-3103-shopping-ibirapuera-indianopolis-sao-paulo-sp,"                    Avenida Ibirapuera, 3103 - Shopping Ibirapuera - Indianópolis - São Paulo - SP                ",tel:+551155351536
37,35014,Subway Parque Santa  Rita,"https://maps.google.com/maps/dir/?api=1&destination=-16.7220669,-49.3730534&travelmode=driving",https://restaurantes.subway.com/subway-parque-santa-rita-goi-nia-go,parque-santa-rita-goiania-go,goiania,go,avenida-carnauba-106-parque-santa-rita-goiania-go,"                    Avenida Carnaúba, 106 - Parque Santa Rita - Goiânia - GO                ",tel:+5562995689820
38,35017,Subway Jardim Maria Martha,"https://maps.google.com/maps/dir/?api=1&destination=-22.1858897,-49.9673636&travelmode=driving",https://restaurantes.subway.com/subway-jardim-maria-martha-mar-lia-sp,jardim-maria-martha-marilia-sp,marilia,sp,rua-dos-tucunares-jardim-maria-martha-marilia-sp,                    Rua Dos Tucunarés - Jardim Maria Martha - Marília - SP                ,tel:+551433015141
39,35018,Subway ,"https://maps.google.com/maps/dir/?api=1&destination=-13.252123,-43.41723&travelmode=driving",https://restaurantes.subway.com/subway-bom-jesus-da-lapa-ba,-bom-jesus-da-lapa-ba,bom-jesus-da-lapa,ba,praca-marechal-deodoro-da-fonseca-67-b-bom-jesus-da-lapa-ba,"                    Praça Marechal Deodoro Da Fonseca, 67 - B - Bom Jesus Da Lapa - BA                ",tel:+557134815051
40,35019,Subway Vila Bissoto,"https://maps.google.com/maps/dir/?api=1&destination=-22.9748,-46.99888&travelmode=driving",https://restaurantes.subway.com/subway-vila-bissoto-valinhos-sp,vila-bissoto-valinhos-sp,valinhos,sp,avenida-dos-esportes-vila-bissoto-valinhos-sp,                    Avenida Dos Esportes - Vila Bissoto - Valinhos - SP                ,tel:+551938691757
41,35020,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-20.81088,-49.38028&travelmode=driving",https://restaurantes.subway.com/subway-centro-s-o-jos-do-rio-preto-sp,centro-sao-jose-do-rio-preto-sp,sao-jose-do-rio-preto,sp,rua-bernardino-de-campos-centro-sao-jose-do-rio-preto-sp,                    Rua Bernardino De Campos - Centro - São José Do Rio Preto - SP                ,tel:+551732223144
42,35022,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-10.8106802,-55.4570772&travelmode=driving",https://restaurantes.subway.com/subway-centro-col-der-mt,centro-colider-mt,colider,mt,avenida-tancredo-neves-centro-colider-mt,                    Avenida Tancredo Neves - Centro - Colíder - MT                ,tel:+556635411521
43,35023,Subway Meier,"https://maps.google.com/maps/dir/?api=1&destination=-22.9016196,-43.2769259&travelmode=driving",https://restaurantes.subway.com/subway-meier-rio-de-janeiro-rj,meier-rio-de-janeiro-rj,rio-de-janeiro,rj,rua-frederico-meier-meier-rio-de-janeiro-rj,                    Rua Frederico Méier - Meier - Rio De Janeiro - RJ                ,tel:+552121513394
44,35024,Subway Santa Maria,"https://maps.google.com/maps/dir/?api=1&destination=-19.7653097,-47.9508619&travelmode=driving",https://restaurantes.subway.com/subway-santa-maria-uberaba-mg,santa-maria-uberaba-mg,uberaba,mg,av-santa-beatriz-da-silva-santa-maria-uberaba-mg,                    Av Santa Beatriz Da Silva - Santa Maria - Uberaba - MG                ,tel:+553433361090
45,35025,Subway Setor Central,"https://maps.google.com/maps/dir/?api=1&destination=-16.673086,-49.2589871&travelmode=driving",https://restaurantes.subway.com/subway-setor-central-goi-nia-go,setor-central-goiania-go,goiania,go,av-goias-893-loja-1-setor-central-goiania-go,"                    Av. Goiás, 893 - Loja 1 - Setor Central - Goiânia - GO                ",tel:+556281495966
46,35027,Subway Cruzeiro,"https://maps.google.com/maps/dir/?api=1&destination=-7.244084315540717,-35.905972533340446&travelmode=driving",https://restaurantes.subway.com/subway-cruzeiro-campina-grande-pb,cruzeiro-campina-grande-pb,campina-grande,pb,rua-almirante-barroso-2150-hipermercado-todo-dia-loja-01-cruzeiro-campina-grande-pb,"                    Rua Almirante Barroso, 2150 - Hipermercado Todo Dia - Loja 01 - Cruzeiro - Campina Grande - PB                ",tel:+558332012306
47,35029,Subway Campo do Galvão,"https://maps.google.com/maps/dir/?api=1&destination=-22.8126629,-45.19797629999999&travelmode=driving",https://restaurantes.subway.com/subway-campo-do-galv-o-guaratinguet-sp,campo-do-galvao-guaratingueta-sp,guaratingueta,sp,avenida-juscelino-kubitscheck-de-oliveira-351-buriti-shopping-campo-do-galvao-guaratingueta-sp,"                    Avenida Juscelino Kubitscheck De Oliveira, 351 - Buriti Shopping - Campo Do Galvão - Guaratinguetá - SP                ",tel:+551231322694
48,35030,Subway ,"https://maps.google.com/maps/dir/?api=1&destination=-23.450656,-45.0655634&travelmode=driving",https://restaurantes.subway.com/subway-ubatuba-sp,-ubatuba-sp,ubatuba,sp,av-leovegildo-dias-vieira-ubatuba-sp,                    Av. Leovegildo Dias Vieira - Ubatuba - SP                ,tel:+551238333303
49,35031,Subway Jardim do Lago,"https://maps.google.com/maps/dir/?api=1&destination=-22.93147,-47.07743&travelmode=driving",https://restaurantes.subway.com/subway-jardim-do-lago-campinas-sp,jardim-do-lago-campinas-sp,campinas,sp,rua-jacy-teixeira-de-camargo-jardim-do-lago-campinas-sp,                    Rua Jacy Teixeira De Camargo - Jardim Do Lago - Campinas - SP                ,tel:+551932696893
50,35034,Subway Brasil,"https://maps.google.com/maps/dir/?api=1&destination=-14.8522695,-40.8533689&travelmode=driving",https://restaurantes.subway.com/subway-brasil-vit-ria-da-conquista-ba,brasil-vitoria-da-conquista-ba,vitoria-da-conquista,ba,av-frei-benjamim-2710b-lote-02-quadra-72-brasil-vitoria-da-conquista-ba,"                    Av. Frei Benjamim, 2710b - Lote 02 - Quadra 72 - Brasil - Vitória Da Conquista - BA                ",tel:+557734225817
51,35035,Subway Cidade Dutra,"https://maps.google.com/maps/dir/?api=1&destination=-23.70857,-46.7&travelmode=driving",https://restaurantes.subway.com/subway-cidade-dutra-s-o-paulo-sp,cidade-dutra-sao-paulo-sp,sao-paulo,sp,avenida-senador-teotonio-vilela-cidade-dutra-sao-paulo-sp,                    Avenida Senador Teotônio Vilela - Cidade Dutra - São Paulo - SP                ,tel:+551156674061
52,35036,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-23.283376,-47.6705212&travelmode=driving",https://restaurantes.subway.com/subway-centro-boituva-sp,centro-boituva-sp,boituva,sp,rua-coronel-eugenio-motta-centro-boituva-sp,                    Rua Coronel Eugênio Motta - Centro - Boituva - SP                ,tel:+551533637841
53,35037,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-9.4006044,-38.2173938&travelmode=driving",https://restaurantes.subway.com/subway-centro-paulo-afonso-ba,centro-paulo-afonso-ba,paulo-afonso,ba,avenida-getulio-vargas-centro-paulo-afonso-ba,                    Avenida Getúlio Vargas - Centro - Paulo Afonso - BA                ,tel:+557532825204
54,35038,Subway Betânia,"https://maps.google.com/maps/dir/?api=1&destination=-19.95844,-43.98788&travelmode=driving",https://restaurantes.subway.com/subway-bet-nia-belo-horizonte-mg,betania-belo-horizonte-mg,belo-horizonte,mg,rua-ursula-paulino-betania-belo-horizonte-mg,                    Rua Ursula Paulino - Betânia - Belo Horizonte - MG                ,tel:+553125266683
55,35039,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-26.9624207,-52.5325863&travelmode=driving",https://restaurantes.subway.com/subway-centro-xaxim-sc,centro-xaxim-sc,xaxim,sc,avenida-plinio-arlindo-de-nes-centro-xaxim-sc,                    Avenida Plínio Arlíndo De Nes - Centro - Xaxim - SC                ,
56,35041,Subway JAÇANA,"https://maps.google.com/maps/dir/?api=1&destination=-14.235004,-51.92528&travelmode=driving",https://restaurantes.subway.com/subway-ja-ana-s-o-paulo-sp,jacana-sao-paulo-sp,sao-paulo,sp,av-luis-stamatis-198-jacana-sao-paulo-sp,"                    Av Luis Stamatis, 198 - JaÇana - SÃo Paulo - SP                ",tel:+551122430563
57,35046,Subway Boa Vista,"https://maps.google.com/maps/dir/?api=1&destination=-20.812778,-49.3893463&travelmode=driving",https://restaurantes.subway.com/subway-boa-vista-s-o-jos-do-rio-preto-sp,boa-vista-sao-jose-do-rio-preto-sp,sao-jose-do-rio-preto,sp,avenida-bady-bassitt-boa-vista-sao-jose-do-rio-preto-sp,                    Avenida Bady Bassitt - Boa Vista - São José Do Rio Preto - SP                ,tel:+551733014100
58,35047,Subway Barreiros,"https://maps.google.com/maps/dir/?api=1&destination=-27.5853363,-48.6139201&travelmode=driving",https://restaurantes.subway.com/subway-barreiros-s-o-jos-sc,barreiros-sao-jose-sc,sao-jose,sc,rua-geroncio-thives-barreiros-sao-jose-sc,                    Rua Geroncio Thives - Barreiros - São José - SC                ,tel:+5548999786561
59,35050,Subway Aeroclube,"https://maps.google.com/maps/dir/?api=1&destination=-7.0902489,-34.8384311&travelmode=driving",https://restaurantes.subway.com/subway-aeroclube-jo-o-pessoa-pb,aeroclube-joao-pessoa-pb,joao-pessoa,pb,empresarial-oceania-r-mirian-barreto-rabelo-aeroclube-joao-pessoa-pb,                    Empresarial Oceania - R. Mirian Barreto Rabelo - Aeroclube - João Pessoa - PB                ,tel:+558335765950
60,35053,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-10.9116805,-37.0509021&travelmode=driving",https://restaurantes.subway.com/subway-centro-aracaju-se,centro-aracaju-se,aracaju,se,shopping-rua-do-turista-rua-laranjeiras-307-shopping-rua-do-turista-loja-01-centro-aracaju-se,"                    Shopping Rua Do Turista - Rua Laranjeiras, 307 - Shopping Rua Do Turista - Loja 01 - Centro - Aracaju - SE                ",tel:+557930216521
61,35054,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-22.8946294,-42.0390353&travelmode=driving",https://restaurantes.subway.com/subway-centro-cabo-frio-rj,centro-cabo-frio-rj,cabo-frio,rj,avenida-teixeira-e-souza-centro-cabo-frio-rj,                    Avenida Teixeira E Souza - Centro - Cabo Frio - RJ                ,tel:+552226451594
62,35057,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-19.89128,-43.81069&travelmode=driving",https://restaurantes.subway.com/subway-centro-sabar-mg,centro-sabara-mg,sabara,mg,rua-dom-pedro-ii-centro-sabara-mg,                    Rua Dom Pedro Ii - Centro - Sabará - MG                ,
63,35059,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-25.538567562609984,-49.204069144844084&travelmode=driving",https://restaurantes.subway.com/subway-centro-s-o-jos-dos-pinhais-pr,centro-sao-jose-dos-pinhais-pr,sao-jose-dos-pinhais,pr,rua-dona-izabel-a-redentora-1434-shopping-sao-jose-centro-sao-jose-dos-pinhais-pr,"                    Rua Dona Izabel A Redentora, 1434 - Shopping São José - Centro - São José Dos Pinhais - PR                ",tel:+554130351500
64,35065,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-19.98548,-43.84705&travelmode=driving",https://restaurantes.subway.com/subway-centro-nova-lima-mg,centro-nova-lima-mg,nova-lima,mg,praca-bernardino-de-lima-centro-nova-lima-mg,                    Praça Bernardino De Lima - Centro - Nova Lima - MG                ,tel:+553135419250
65,35066,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-29.3792589,-50.873499&travelmode=driving",https://restaurantes.subway.com/subway-centro-gramado-rs,centro-gramado-rs,gramado,rs,avenida-borges-de-medeiros-sala-13-centro-gramado-rs,                    Avenida Borges De Medeiros - Sala 13 - Centro - Gramado - RS                ,tel:+555432865711
66,35067,Subway Jardim Vinte e Cinco de Agosto,"https://maps.google.com/maps/dir/?api=1&destination=-22.7911866,-43.3045445&travelmode=driving",https://restaurantes.subway.com/subway-jardim-vinte-e-cinco-de-agosto-duque-de-caxias-rj,jardim-vinte-e-cinco-de-agosto-duque-de-caxias-rj,duque-de-caxias,rj,avenida-brigadeiro-lima-e-silva-jardim-vinte-e-cinco-de-agosto-duque-de-caxias-rj,                    Avenida Brigadeiro Lima E Silva - Jardim Vinte E Cinco De Agosto - Duque De Caxias - RJ                ,tel:+552126534457
67,35068,Subway Setor Anhangüera,"https://maps.google.com/maps/dir/?api=1&destination=-7.1936182,-48.2177226&travelmode=driving",https://restaurantes.subway.com/subway-setor-anhang-era-aragua-na-to,setor-anhangueera-araguaina-to,araguaina,to,rua-jose-de-brito-soares-940-qd-28-setor-anhangueera-araguaina-to,"                    Rua José De Brito Soares, 940 - Qd 28 - Setor Anhangüera - Araguaína - TO                ",tel:+556334153820
68,35070,Subway Pedro Cavalini,"https://maps.google.com/maps/dir/?api=1&destination=-20.57417,-48.559&travelmode=driving",https://restaurantes.subway.com/subway-pedro-cavalini-barretos-sp,pedro-cavalini-barretos-sp,barretos,sp,via-conselheiro-antonio-prado-pedro-cavalini-barretos-sp,                    Via Conselheiro Antônio Prado - Pedro Cavalini - Barretos - SP                ,tel:+551733238617
69,35073,Subway Centro,"https://maps.google.com/maps/dir/?api=1&destination=-29.64978,-50.77976&travelmode=driving",https://restaurantes.subway.com/subway-centro-taquara-rs,centro-taquara-rs,taquara,rs,r-mal-floriano-centro-taquara-rs,                    R. Mal. Floriano - Centro - Taquara - RS                ,tel:+555135411900
70,35075,Subway Encruzilhada,"https://maps.google.com/maps/dir/?api=1&destination=-8.03696,-34.89105&travelmode=driving",https://restaurantes.subway.com/subway-encruzilhada-recife-pe,encruzilhada-recife-pe,recife,pe,avenida-beberibe-encruzilhada-recife-pe,                    Avenida Beberibe - Encruzilhada - Recife - PE                ,tel:+558132410171
